Mês Ano;Órgão Superior;Órgão/Entidade Vinculada;Valor Empenhado;Valor Liquidado;Valor Pago;Valor Restos a Pagar Pagos
mai/25;33000 - Ministério da Previdência Social;37904 - Fundo do Regime Geral da Previdência Social;207.747.772.000,00;113.152.182.108,02;111.220.753.760,04;0
jun/25;33000 - Ministério da Previdência Social;37904 - Fundo do Regime Geral da Previdência Social;129.762.964.394,82;47.718.171.842,46;103.700.716.556,23;0
abr/25;54000 - Ministério do Turismo;54901 - Fundo Geral de Turismo;0;0;0;27.323.690,65
jul/25;54000 - Ministério do Turismo;54901 - Fundo Geral de Turismo;60.000.000,00;0;0;28.526.389,07
mai/25;54000 - Ministério do Turismo;54901 - Fundo Geral de Turismo;0;0;0;28.587.949,80
ago/25;54000 - Ministério do Turismo;54901 - Fundo Geral de Turismo;0;0;0;34.925.598,57
fev/25;54000 - Ministério do Turismo;54901 - Fundo Geral de Turismo;0;0;0;42.291.232,83
jan/25;54000 - Ministério do Turismo;54901 - Fundo Geral de Turismo;0;0;0;179.417.201,17
mar/25;54000 - Ministério do Turismo;54901 - Fundo Geral de Turismo;0;0;0;26.898.099,33
jun/25;30000 - Ministério da Justiça e Segurança Pública;30912 - Fundo Nacional Antidrogas;100.700,00;52.191,63;52.191,63;0
ago/25;30000 - Ministério da Justiça e Segurança Pública;30912 - Fundo Nacional Antidrogas;27.000,00;13.131,00;12.308,95;145.823,05
jan/25;30000 - Ministério da Justiça e Segurança Pública;30912 - Fundo Nacional Antidrogas;100.000,00;25.476,18;25.476,18;346.499,74
mar/25;30000 - Ministério da Justiça e Segurança Pública;30912 - Fundo Nacional Antidrogas;76.175,34;67.518,78;67.518,78;1.249.178,00
jul/25;30000 - Ministério da Justiça e Segurança Pública;30912 - Fundo Nacional Antidrogas;4.372.856,61;752.883,21;752.883,21;1.743.879,14
abr/25;30000 - Ministério da Justiça e Segurança Pública;30912 - Fundo Nacional Antidrogas;16.000,00;9.219,55;9.219,55;300.000,00
fev/25;30000 - Ministério da Justiça e Segurança Pública;30912 - Fundo Nacional Antidrogas;75.951,12;12.018,05;12.018,05;1.089.747,88
mai/25;30000 - Ministério da Justiça e Segurança Pública;30912 - Fundo Nacional Antidrogas;905.200,00;14.319,03;14.319,03;5.102.525,31
jul/25;55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;55001 - Fundo Nacional de Assistência Social;500.947.000,41;332.880.479,73;493.484.460,60;36.656.505,68
jan/25;55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;55001 - Fundo Nacional de Assistência Social;1.137.000,00;1.125.000,00;1.125.000,00;166.524.647,81
ago/25;55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;55001 - Fundo Nacional de Assistência Social;603.856.564,82;280.389.857,34;280.421.330,04;1.777.155,80
mai/25;55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;55001 - Fundo Nacional de Assistência Social;234.036.346,00;224.829.398,47;225.081.438,47;15.656.506,08
jun/25;55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;55001 - Fundo Nacional de Assistência Social;222.214.973,20;229.107.683,13;68.472.229,56;1.325.683,18
abr/25;55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;55001 - Fundo Nacional de Assistência Social;238.615.503,44;259.661.217,29;259.409.177,29;6.616.637,80
fev/25;55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;55001 - Fundo Nacional de Assistência Social;219.708.621,12;205.650.558,99;205.650.558,99;3.062.693,69
mar/25;55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;55001 - Fundo Nacional de Assistência Social;234.650.266,68;203.729.721,75;203.729.721,75;11.737.669,51
ago/25;68000 - Ministério de Portos e Aeroportos;62901 - Fundo Nacional de Aviação Civil;25.000.000,00;595.475,06;595.475,06;8.131.364,82
mai/25;68000 - Ministério de Portos e Aeroportos;62901 - Fundo Nacional de Aviação Civil;71.132.275,76;0;0;0
jan/25;68000 - Ministério de Portos e Aeroportos;62901 - Fundo Nacional de Aviação Civil;0;0;0;368.981,23
mar/25;68000 - Ministério de Portos e Aeroportos;62901 - Fundo Nacional de Aviação Civil;0;425.747,27;425.747,27;4.871.492,02
fev/25;68000 - Ministério de Portos e Aeroportos;62901 - Fundo Nacional de Aviação Civil;530.237,16;104.489,34;104.489,34;6.880.017,84
abr/25;68000 - Ministério de Portos e Aeroportos;62901 - Fundo Nacional de Aviação Civil;110.465.547,84;110.130.895,74;110.130.895,74;2.968.635,18
jun/25;68000 - Ministério de Portos e Aeroportos;62901 - Fundo Nacional de Aviação Civil;12.619.050,00;705.783,59;705.783,59;5.850,00
jul/25;68000 - Ministério de Portos e Aeroportos;62901 - Fundo Nacional de Aviação Civil;-6.379.703,35;8.092.125,48;8.092.125,48;0
ago/25;42000 - Ministério da Cultura;34902 - Fundo Nacional de Cultura;21.098.977,00;200.000,00;200.000,00;1.324.104,06
jan/25;42000 - Ministério da Cultura;34902 - Fundo Nacional de Cultura;0;0;0;30.685.339,71
jul/25;42000 - Ministério da Cultura;34902 - Fundo Nacional de Cultura;5.510.010,00;0;0;381.222,22
fev/25;42000 - Ministério da Cultura;34902 - Fundo Nacional de Cultura;0;0;0;40.007.168,72
mai/25;42000 - Ministério da Cultura;34902 - Fundo Nacional de Cultura;0;0;47.122,34;3.626.194,45
abr/25;42000 - Ministério da Cultura;34902 - Fundo Nacional de Cultura;172.300,00;282.800,00;333.838,83;2.347.004,16
mar/25;42000 - Ministério da Cultura;34902 - Fundo Nacional de Cultura;347.200,00;236.700,00;138.538,83;5.699.814,67
jun/25;42000 - Ministério da Cultura;34902 - Fundo Nacional de Cultura;0;0;0;598.135,48
mar/25;24000 - Ministério da Ciência, Tecnologia e Inovação;24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico;260.727.143,85;76.507.982,57;84.486.947,13;185.253.194,35
jan/25;24000 - Ministério da Ciência, Tecnologia e Inovação;24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico;341.883.123,85;160.597.874,67;124.350.377,49;276.424.706,16
fev/25;24000 - Ministério da Ciência, Tecnologia e Inovação;24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico;573.677.168,25;85.401.334,60;96.953.936,48;344.063.152,13
abr/25;24000 - Ministério da Ciência, Tecnologia e Inovação;24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico;532.324.219,53;414.620.343,68;295.843.223,55;44.132.913,65
jun/25;24000 - Ministério da Ciência, Tecnologia e Inovação;24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico;-1.742.062.341,27;4.832.887.749,06;4.720.744.427,07;108.208.266,70
mai/25;24000 - Ministério da Ciência, Tecnologia e Inovação;24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico;7.516.199.834,17;306.871.269,72;331.666.270,75;20.233.948,52
ago/25;24000 - Ministério da Ciência, Tecnologia e Inovação;24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico;1.954.821.247,08;1.323.360.155,52;502.248.015,84;27.369.642,68
jul/25;24000 - Ministério da Ciência, Tecnologia e Inovação;24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico;1.905.759.519,94;1.917.360.780,39;1.626.231.569,19;11.181.543,23
fev/25;26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;25.307.759.549,10;6.618.166.742,78;6.015.726.243,53;336.024.278,43
mai/25;26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;760.179.180,53;7.935.488.246,84;7.938.378.396,53;112.257.699,66
jun/25;26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;2.252.739.548,63;7.773.474.502,13;7.761.868.559,23;295.286.582,65
mar/25;26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;520.806.567,24;6.367.377.278,03;6.938.123.039,67;273.642.637,55
abr/25;26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;2.607.381.624,33;7.458.969.866,63;7.458.595.612,41;241.231.884,64
jul/25;26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;4.671.973.612,24;7.976.612.291,93;8.001.429.836,21;195.114.190,44
jan/25;26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;60.317.260.262,85;3.190.414.106,05;3.175.506.605,57;11.636.555.289,18
ago/25;26000 - Ministério da Educação;26298 - Fundo Nacional de Desenvolvimento da Educação;2.169.206.327,27;8.889.276.894,71;8.894.799.621,00;171.969.857,03
mar/25;56000 - Ministério das Cidades;56902 - Fundo Nacional de Habitação de Interesse Social;0;0;0;299.532,95
jul/25;56000 - Ministério das Cidades;56902 - Fundo Nacional de Habitação de Interesse Social;299.373,66;0;0;1.215.752,08
abr/25;56000 - Ministério das Cidades;56902 - Fundo Nacional de Habitação de Interesse Social;318.171.298,73;0;0;140.975,18
mai/25;56000 - Ministério das Cidades;56902 - Fundo Nacional de Habitação de Interesse Social;1.218.750,00;0;0;291.091,46
ago/25;56000 - Ministério das Cidades;56902 - Fundo Nacional de Habitação de Interesse Social;967.349,12;615.294,82;615.294,82;969.704,85
fev/25;56000 - Ministério das Cidades;56902 - Fundo Nacional de Habitação de Interesse Social;0;0;0;217.476,47
jun/25;56000 - Ministério das Cidades;56902 - Fundo Nacional de Habitação de Interesse Social;-315.921,16;0;0;974.920,55
jun/25;39000 - Ministério dos Transportes;56901 - Fundo Nacional de Segurança e Educação de Trânsito;0;0;0;354.845,08
jul/25;39000 - Ministério dos Transportes;56901 - Fundo Nacional de Segurança e Educação de Trânsito;0;0;0;37.032,42
ago/25;30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;13.139.595,42;37.879.272,46;39.594.367,13;44.142.732,34
jan/25;30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;1.740.885.916,39;30.387.943,75;30.359.388,39;101.098.898,18
fev/25;30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;52.649.767,13;31.297.614,46;28.784.065,65;12.080.753,66
jun/25;30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;-18.511.026,10;342.659.965,31;33.467.854,58;61.424.343,72
jul/25;30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;26.189.834,22;51.335.418,23;355.783.352,52;52.284.941,88
mar/25;30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;16.429.327,76;39.481.510,64;40.537.520,27;11.858.961,06
mai/25;30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;10.781.401,74;39.008.765,36;35.740.761,36;8.767.654,36
abr/25;30000 - Ministério da Justiça e Segurança Pública;30911 - Fundo Nacional de Segurança Pública;-4.351.677,63;37.467.916,98;37.989.249,61;102.599.526,78
jun/25;44000 - Ministério do Meio Ambiente e Mudança do Clima;44204 - Fundo Nacional do Meio Ambiente;0;1.390,00;1.390,00;0
mai/25;44000 - Ministério do Meio Ambiente e Mudança do Clima;44204 - Fundo Nacional do Meio Ambiente;18.913,45;3.913,45;3.913,45;0
abr/25;81000 - Ministério dos Direitos Humanos e Cidadania;30913 - Fundo Nacional para a Criança e o Adolescente;0;0;0;3.764.139,07
mar/25;81000 - Ministério dos Direitos Humanos e Cidadania;30913 - Fundo Nacional para a Criança e o Adolescente;0;0;0;3.090.801,40
ago/25;81000 - Ministério dos Direitos Humanos e Cidadania;30913 - Fundo Nacional para a Criança e o Adolescente;0;0;0;500.000,00
jun/25;81000 - Ministério dos Direitos Humanos e Cidadania;30913 - Fundo Nacional para a Criança e o Adolescente;5.900.000,00;5.900.000,00;5.900.000,00;0
abr/25;44000 - Ministério do Meio Ambiente e Mudança do Clima;44902 - Fundo Nacional sobre Mudança no Clima;14.898.944.223,96;0;0;787.500.000,00
fev/25;44000 - Ministério do Meio Ambiente e Mudança do Clima;44902 - Fundo Nacional sobre Mudança no Clima;0;0;0;137.500.000,00
mar/25;44000 - Ministério do Meio Ambiente e Mudança do Clima;44902 - Fundo Nacional sobre Mudança no Clima;5.000,00;0;0;752.944.345,24
mai/25;44000 - Ministério do Meio Ambiente e Mudança do Clima;44902 - Fundo Nacional sobre Mudança no Clima;10.950.392,33;11.105.327.995,42;10.395.678.995,42;31.266.144,00
ago/25;44000 - Ministério do Meio Ambiente e Mudança do Clima;44902 - Fundo Nacional sobre Mudança no Clima;908;48.074.043,46;48.074.043,46;0
jun/25;44000 - Ministério do Meio Ambiente e Mudança do Clima;44902 - Fundo Nacional sobre Mudança no Clima;-5.000,00;-30.274.043,46;679.374.956,54;0
jul/25;44000 - Ministério do Meio Ambiente e Mudança do Clima;44902 - Fundo Nacional sobre Mudança no Clima;78.000,00;78.000,00;78.000,00;0
mar/25;41000 - Ministério das Comunicações;41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações;0;0;0;5.682.069,48
jun/25;41000 - Ministério das Comunicações;41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações;5.907.049,47;5.907.049,47;226.621,73;0
jul/25;41000 - Ministério das Comunicações;41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações;0;0;5.680.427,74;0
mai/25;41000 - Ministério das Comunicações;41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações;362.096.536,00;0;0;1.834.973,52
ago/25;41000 - Ministério das Comunicações;41903 - Fundo para o Desenvolvimento Tecnológico das Telecomunicações;1.875.462,04;1.875.462,04;1.875.462,04;0
jan/25;30000 - Ministério da Justiça e Segurança Pública;30907 - Fundo Penitenciário Nacional;65.606.945,85;4.546.923,28;3.372.142,23;9.735.039,30
mar/25;30000 - Ministério da Justiça e Segurança Pública;30907 - Fundo Penitenciário Nacional;21.148.079,93;9.140.576,46;8.899.016,03;17.482.258,98
ago/25;30000 - Ministério da Justiça e Segurança Pública;30907 - Fundo Penitenciário Nacional;18.803.159,68;9.945.918,83;10.160.374,72;18.794.152,39
abr/25;30000 - Ministério da Justiça e Segurança Pública;30907 - Fundo Penitenciário Nacional;8.114.528,98;10.812.901,56;10.591.194,75;8.018.834,43
mai/25;30000 - Ministério da Justiça e Segurança Pública;30907 - Fundo Penitenciário Nacional;14.159.314,71;11.185.348,76;10.810.911,50;4.359.311,76
jul/25;30000 - Ministério da Justiça e Segurança Pública;30907 - Fundo Penitenciário Nacional;31.573.453,52;12.304.311,29;13.067.255,06;21.145.134,83
fev/25;30000 - Ministério da Justiça e Segurança Pública;30907 - Fundo Penitenciário Nacional;20.013.504,25;6.990.321,60;7.339.968,66;55.419.892,24
jun/25;30000 - Ministério da Justiça e Segurança Pública;30907 - Fundo Penitenciário Nacional;52.283.513,50;11.395.039,20;11.470.274,56;5.943.414,28
jun/25;20000 - Presidência da República;60000 - Gabinete da Vice-Presidência da República;776.053,20;842.620,29;753.393,39;0
ago/25;20000 - Presidência da República;60000 - Gabinete da Vice-Presidência da República;201.769,22;841.624,04;828.122,54;0
jul/25;20000 - Presidência da República;60000 - Gabinete da Vice-Presidência da República;2.813,71;826.343,10;978.042,39;0
mai/25;20000 - Presidência da República;60000 - Gabinete da Vice-Presidência da República;905.906,01;841.553,88;973.010,39;0
abr/25;20000 - Presidência da República;60000 - Gabinete da Vice-Presidência da República;341.401,14;950.698,69;730.194,11;0
mar/25;20000 - Presidência da República;60000 - Gabinete da Vice-Presidência da República;150.876,40;816.192,88;780.061,02;0
fev/25;20000 - Presidência da República;60000 - Gabinete da Vice-Presidência da República;197.805,99;769.682,00;760.500,27;446,76
jan/25;20000 - Presidência da República;60000 - Gabinete da Vice-Presidência da República;9.035.052,97;641.975,96;177.302,90;778.775,22
mai/25;26000 - Ministério da Educação;26294 - Hospital de Clínicas de Porto Alegre;182.857.646,06;180.370.451,90;174.328.759,37;4.287.716,41
ago/25;26000 - Ministério da Educação;26294 - Hospital de Clínicas de Porto Alegre;198.231.785,47;179.720.283,95;180.628.363,42;4.442.973,42
jul/25;26000 - Ministério da Educação;26294 - Hospital de Clínicas de Porto Alegre;204.699.720,28;183.851.753,37;195.378.985,21;7.582.188,94
mar/25;26000 - Ministério da Educação;26294 - Hospital de Clínicas de Porto Alegre;168.632.726,46;165.608.226,92;164.045.882,17;14.811.661,66
abr/25;26000 - Ministério da Educação;26294 - Hospital de Clínicas de Porto Alegre;177.207.130,87;173.499.612,32;167.737.633,55;8.860.085,80
jan/25;26000 - Ministério da Educação;26294 - Hospital de Clínicas de Porto Alegre;168.056.729,21;162.282.139,34;16.233.719,21;206.487.918,36
jun/25;26000 - Ministério da Educação;26294 - Hospital de Clínicas de Porto Alegre;196.268.262,38;195.038.845,22;176.729.689,42;3.867.513,32
fev/25;26000 - Ministério da Educação;26294 - Hospital de Clínicas de Porto Alegre;173.116.890,76;159.403.619,57;147.387.841,53;36.317.034,99
